Time(s)	Ax(m/s^2)	Ay(m/s^2)	A_mag(m/s^2)
78.256	-3.5930	1.2291	3.7974
78.306	-3.6449	3.0666	4.7633
78.356	-3.6116	2.7491	4.5388
78.406	-3.5268	2.1178	4.1138
78.456	-3.4851	1.5840	3.8282
78.506	-3.4069	1.3289	3.6569
78.556	-3.3751	1.2966	3.6155
78.606	-3.3253	1.4908	3.6442
78.656	-3.2898	1.5485	3.6360
78.706	-3.2481	1.6056	3.6233
78.756	-3.2119	1.6337	3.6035
78.806	-3.1760	1.6307	3.5702
78.856	-3.1425	1.6056	3.5289
78.906	-3.1101	1.5736	3.4855
78.956	-3.0789	1.5413	3.4431
79.006	-3.0484	1.5162	3.4047
79.056	-3.0186	1.4989	3.3702
79.106	-2.9895	1.4823	3.3368
79.156	-2.9608	1.4700	3.3057
79.206	-2.9330	1.4545	3.2739
79.256	-2.9033	1.4869	3.2619
79.306	-2.8810	1.3867	3.1974
79.356	-2.8546	1.3753	3.1687
79.406	-2.8287	1.3672	3.1417
79.456	-2.8032	1.3570	3.1144
79.506	-2.7780	1.3511	3.0892
79.556	-2.7534	1.3419	3.0630
79.606	-2.7291	1.3320	3.0368
79.656	-2.7055	1.3209	3.0108
79.706	-2.6830	1.2989	2.9809
79.756	-2.6620	1.2634	2.9466
79.806	-2.6421	1.2210	2.9106
79.856	-2.6231	1.1733	2.8735
79.906	-2.6045	1.1261	2.8375
79.956	-2.5867	1.0765	2.8017
80.006	-2.5692	1.0279	2.7672
80.056	-2.5523	0.9787	2.7335
80.106	-2.5356	0.9320	2.7015
80.156	-2.5197	0.8824	2.6697
80.206	-2.5054	0.8188	2.6358
80.256	-2.4921	0.7479	2.6019
80.306	-2.4796	0.6727	2.5693
80.356	-2.4632	0.6522	2.5481
80.406	-2.4580	0.4939	2.5072
80.456	-2.4470	0.4134	2.4816
80.506	-2.4362	0.3307	2.4585
80.556	-2.4261	0.2436	2.4383
80.606	-2.4157	0.1585	2.4209
80.656	-2.4051	0.0772	2.4063
80.706	-2.3938	0.0022	2.3938
80.756	-2.3821	-0.0655	2.3830
80.806	-2.3696	-0.1236	2.3728
80.856	-2.3560	-0.1705	2.3622
80.906	-2.3420	-0.2104	2.3514
80.956	-2.3259	-0.2231	2.3366
81.006	-2.3092	-0.2254	2.3202
81.056	-2.2912	-0.2083	2.3006
81.106	-2.2716	-0.1689	2.2779
81.156	-2.2505	-0.1068	2.2530
81.206	-2.2276	-0.0175	2.2277
81.256	-2.2012	0.1152	2.2042
81.306	-2.1707	0.2962	2.1908
81.356	-2.1351	0.5278	2.1994
81.406	-2.0927	0.8180	2.2469
81.456	-2.0409	1.1737	2.3543
81.506	-1.9786	1.5858	2.5357
81.556	-1.9023	2.0626	2.8059
81.606	-1.8068	2.6129	3.1768
81.656	-1.6837	3.2561	3.6657
81.706	-1.6181	3.4937	3.8502
81.756	-1.3214	4.8257	5.0034
81.806	0.8416	9.4860	9.5233
81.856	5.7348	13.2116	14.4025
81.906	10.2648	14.8161	18.0245
81.956	10.3809	13.2825	16.8579
82.006	7.8884	9.8325	12.6057
82.056	4.5076	3.9089	5.9664
82.106	2.3449	0.4041	2.3795
82.156	0.7137	-3.3916	3.4659
82.206	-0.6894	-5.7446	5.7858
82.256	-1.9909	-7.2093	7.4791
82.356	-2.9069	-10.5537	10.9467
82.406	-2.6529	-4.7412	5.4329
82.456	-2.1772	-2.4694	3.2922
82.506	-2.2152	-2.4863	3.3300
82.556	-2.4144	-2.7447	3.6555
82.606	-2.5835	-3.0672	4.0103
82.656	-2.6197	-3.2707	4.1905
82.706	-2.5671	-3.3671	4.2341
82.756	-2.4965	-3.3146	4.1495
82.806	-2.4430	-3.0988	3.9460
82.856	-2.4112	-2.9821	3.8349
82.906	-2.3437	-2.1354	3.1707
82.956	-2.2760	-1.5705	2.7652
83.006	-2.2056	-1.0683	2.4507
83.056	-2.1476	-0.6860	2.2545
83.106	-2.1071	-0.4305	2.1507
83.156	-2.0793	-0.2785	2.0979
83.206	-2.0575	-0.1986	2.0670
83.256	-2.0374	-0.1584	2.0436
83.306	-2.0178	-0.1293	2.0219
83.356	-1.9983	-0.0931	2.0005
83.406	-1.9785	-0.0420	1.9789
83.456	-1.9582	0.0205	1.9583
83.506	-1.9377	0.0863	1.9396
83.556	-1.9177	0.1468	1.9233
83.606	-1.8991	0.1936	1.9089
83.656	-1.8821	0.2247	1.8954
83.706	-1.8670	0.2394	1.8822
83.756	-1.8531	0.2403	1.8687
83.806	-1.8404	0.2330	1.8551
83.956	-1.8124	0.2458	1.8290
84.106	-0.4256	0.1024	0.4377
84.256	7.1719	3.0735	7.8027
84.456	9.8974	0.6877	9.9212
84.506	9.8867	-4.4623	10.8471
84.556	9.9950	-3.6170	10.6293
84.606	10.0256	-2.2975	10.2855
84.656	10.0687	-1.0551	10.1238
84.706	10.1168	-0.0969	10.1172
84.756	10.1036	0.3869	10.1110
84.806	10.0139	0.5662	10.0299
84.856	9.8811	0.6482	9.9023
84.906	9.6566	0.2904	9.6610
84.956	9.5819	0.7446	9.6108
85.006	8.6454	-5.9116	10.4732
85.056	9.1870	-10.7967	14.1764
85.106	10.5773	-13.8601	17.4351
85.156	12.3610	-15.5993	19.9031
85.206	11.9987	-14.7537	19.0168
85.256	12.0941	-14.2964	18.7258
85.306	9.2317	-8.5299	12.5692
85.356	6.0383	1.3151	6.1799
85.406	6.2730	5.9198	8.6252
85.456	6.7724	8.9306	11.2080
85.506	7.6037	11.7904	14.0296
85.556	7.9214	13.7655	15.8820
85.606	4.4100	8.9101	9.9418
85.656	1.2993	4.0332	4.2373
85.706	-0.0232	-0.3927	0.3933
85.756	-1.5408	-1.2737	1.9991
85.806	-1.6126	-1.0863	1.9443
85.856	-2.6740	0.2202	2.6831
85.906	-2.4987	0.8521	2.6400
85.956	-3.3331	1.6400	3.7148
86.006	-2.9601	1.9250	3.5309
86.056	-2.8476	2.2698	3.6415
86.106	0.1996	1.6768	1.6886
86.156	1.6475	1.5634	2.2712
86.206	3.4006	1.0945	3.5724
86.256	3.0483	1.2221	3.2842
86.306	3.1125	0.9816	3.2636
86.356	1.8352	1.2173	2.2022
86.406	1.1107	1.1227	1.5793
86.456	-0.6356	1.5033	1.6321
86.506	-0.9986	1.4718	1.7786
86.556	-2.2227	1.7658	2.8387
86.606	-2.1738	1.6940	2.7559
86.656	-3.0591	1.9379	3.6213
86.706	-2.0592	1.6396	2.6323
86.756	-0.1739	1.3247	1.3361
86.806	2.2590	0.6747	2.3576
86.856	2.8527	0.6399	2.9236
86.906	3.7558	0.2910	3.7671
86.956	2.8290	0.5518	2.8823
87.006	2.7948	0.3683	2.8190
87.056	1.0139	0.8321	1.3116
87.106	0.2711	0.8598	0.9015
87.156	0.3588	5.6305	5.6419
87.256	3.0101	10.7489	11.1624
87.306	5.7171	13.5084	14.6684
87.356	3.0335	11.4110	11.8073
87.406	-1.1112	5.8239	5.9290
87.456	-3.6880	1.4458	3.9613
87.506	-2.7078	-3.3892	4.3381
87.556	0.4328	-2.6839	2.7186
87.606	0.9633	-6.2800	6.3534
87.656	0.1262	-8.5384	8.5393
87.706	-0.0208	-6.7926	6.7926
87.756	-1.4547	-6.1990	6.3674
87.806	-1.5808	-3.9651	4.2686
87.856	-3.0193	-3.6208	4.7145
87.906	-2.9281	-3.0315	4.2147
87.956	-4.0403	-3.1733	5.1375
88.006	-3.7212	-3.0360	4.8026
88.056	-4.0781	-3.5095	5.3803
88.106	-1.4396	-3.9119	4.1684
88.156	0.4626	-4.7767	4.7991
88.206	2.4454	-4.8396	5.4223
88.256	2.0552	-5.2183	5.6084
88.306	2.2868	0.1866	2.2944
88.356	0.2130	-2.2875	2.2974
88.406	-0.5242	-3.2578	3.2997
88.456	-2.0399	-4.2883	4.7487
88.506	-2.1461	-4.3405	4.8421
88.556	-3.1165	-5.0199	5.9086
88.606	-2.8884	-4.7719	5.5780
88.656	-3.5727	-5.0765	6.2077
88.706	-1.7917	-8.7430	8.9247
88.756	-0.3076	-3.8771	3.8893
88.906	3.3985	-4.0554	5.2911
89.156	3.2484	-4.1424	5.2642
89.356	-0.6110	-5.1078	5.1442
89.406	-1.3235	-4.9711	5.1443
89.456	-1.7626	-5.6912	5.9579
89.506	-0.9322	-5.3451	5.4258
89.556	1.0485	-5.3722	5.4735
89.606	4.0751	-4.0792	5.7659
89.656	5.4672	-4.3322	6.9756
89.706	6.2750	-3.8234	7.3481
89.756	5.5019	-5.0599	7.4749
89.806	4.9083	-4.9419	6.9652
89.856	4.1195	-6.3765	7.5914
89.906	3.6666	-6.1839	7.1892
89.956	3.6335	-7.5320	8.3626
90.006	3.5020	-7.0538	7.8753
90.056	3.5826	-7.9577	8.7270
90.106	4.3162	-7.7951	8.9103
90.156	5.0319	-8.6857	10.0380
90.206	5.4619	-8.2502	9.8943
90.256	6.3687	-8.6636	10.7526
90.306	7.5725	-8.2763	11.2178
90.356	6.3210	-7.6915	9.9556
90.406	8.0834	-7.4378	10.9846
90.456	12.2060	-7.3478	14.2470
90.506	15.8520	-6.0002	16.9496
90.556	16.6163	-5.0039	17.3534
90.606	16.1326	-4.4042	16.7229
90.656	16.7106	-3.2502	17.0237
90.706	15.1696	-3.0153	15.4663
90.756	15.3204	-1.9936	15.4496
90.806	15.6222	-0.8190	15.6437
90.856	15.2531	0.0062	15.2531
90.906	15.3895	1.1826	15.4348
90.956	13.9691	1.1960	14.0202
91.006	14.0995	2.3202	14.2892
91.056	13.5760	2.9078	13.8839
91.106	13.5289	3.9327	14.0889
91.156	11.6413	3.0123	12.0247
91.206	11.0626	3.2835	11.5396
91.256	10.4608	3.4433	11.0129
91.306	9.4159	3.0185	9.8879
91.356	8.9676	3.1456	9.5033
91.406	8.3797	3.0263	8.9094
91.456	7.5955	2.5793	8.0215
91.506	7.2097	2.5301	7.6407
91.556	6.7871	2.3707	7.1892
91.606	6.6816	2.5785	7.1619
91.656	5.1679	2.0390	5.5556
91.706	2.7569	3.7260	4.6350
91.756	0.5905	5.0912	5.1253
91.806	-0.8073	5.7575	5.8138
91.856	-1.7791	6.0441	6.3005
91.906	-2.4786	6.0861	6.5715
91.956	-2.9954	5.9711	6.6802
92.006	-3.3838	5.7633	6.6832
92.056	-3.6754	5.5069	6.6208
92.106	-3.8935	5.2334	6.5228
92.156	-4.0500	4.9614	6.4045
92.206	-4.1626	4.7064	6.2831
92.256	-4.2177	4.4558	6.1354
92.306	-4.1991	4.1814	5.9259
92.356	-4.2033	3.9376	5.7595
92.406	-4.0296	3.6697	5.4502
92.456	-3.4581	3.1004	4.6445
92.506	-2.1854	2.2108	3.1086
92.556	-1.0300	1.2791	1.6423
92.606	0.1404	0.5247	0.5432
92.656	1.0202	-0.1829	1.0365
92.706	1.7286	-0.5982	1.8292
92.756	2.2270	-1.0227	2.4506
92.806	2.6284	-1.2273	2.9008
92.856	2.8794	-1.4706	3.2332
92.906	2.4614	-1.1512	2.7173
92.956	0.3565	0.1147	0.3745
93.006	-1.2672	1.2091	1.7515
93.056	-2.2884	1.7673	2.8914
93.106	-2.9676	2.2216	3.7070
93.156	-2.8987	2.1183	3.5902
93.206	-1.8685	1.5073	2.4006
93.256	-0.8630	0.7584	1.1489
93.306	0.2629	0.1059	0.2834
93.356	1.0919	-0.5146	1.2071
93.406	1.7768	-0.8779	1.9819
93.456	2.2391	-1.2522	2.5655
93.506	2.6230	-1.4275	2.9863
93.556	2.8500	-1.6414	3.2889
93.606	2.4160	-1.3136	2.7500
93.656	0.2759	-0.0519	0.2807
93.706	-1.3831	0.9842	1.6976
93.756	-2.4801	1.4479	2.8719
93.806	-2.6735	1.4794	3.0555
93.856	-1.9141	0.7558	2.0579
93.906	-0.9801	0.0949	0.9847
93.956	-0.0290	-0.7288	0.7293
94.006	0.7764	-1.3022	1.5161
94.056	1.2829	-1.8431	2.2456
94.106	1.7218	-2.2021	2.7954
94.156	1.6611	-2.3782	2.9009
94.206	0.5290	-1.6875	1.7685
94.256	-1.6316	-0.3913	1.6778
94.306	-2.8477	0.4031	2.8761
94.356	-3.2051	0.4776	3.2405
94.406	-2.3636	-0.1031	2.3659
94.456	-1.5805	-0.7628	1.7549
94.506	-0.5229	-1.5063	1.5945
94.556	0.1158	-2.1320	2.1351
94.606	0.7173	-2.6087	2.7056
94.656	0.9988	-3.0141	3.1753
94.706	0.6075	-3.0151	3.0757
94.756	-1.2328	-1.5033	1.9442
94.806	-2.6125	-0.3364	2.6340
94.856	-5.0338	-1.0029	5.1327
94.906	-2.9637	1.1927	3.1947
94.956	-2.6804	0.1499	2.6846
95.006	-1.7910	-0.7106	1.9269
95.056	-2.6304	-3.0843	4.0536
95.106	0.4406	-1.5836	1.6438
95.156	0.3473	-2.5924	2.6156
95.206	0.6697	-3.1213	3.1923
95.256	0.4187	-3.7987	3.8218
95.306	0.1743	-3.4500	3.4544
95.356	-1.5899	-1.6506	2.2918
95.406	-4.6513	-1.6725	4.9429
95.456	-2.9538	1.3125	3.2323
95.506	-3.4173	1.0016	3.5611
95.556	-2.9610	0.2284	2.9698
95.606	-4.0733	-2.0714	4.5698
95.656	-0.6171	-0.9561	1.1379
95.706	-0.4895	-2.1877	2.2418
95.756	-0.3382	-2.8625	2.8824
95.806	-2.1839	-4.7913	5.2655
95.856	0.8939	-3.1157	3.2414
95.906	-0.0038	-3.2284	3.2284
95.956	-1.5700	-1.2314	1.9953
96.006	-5.0021	-1.0421	5.1095
96.056	-2.8452	1.6784	3.3033
96.106	-3.3957	1.4153	3.6788
96.156	-5.2130	-0.5033	5.2373
96.206	2.9299	3.1760	4.3210
96.256	7.0596	6.0030	9.2668
96.306	9.0480	8.1248	12.1605
96.356	10.0512	10.2697	14.3699
96.406	10.1228	9.9009	14.1598
96.456	6.8785	2.4598	7.3051
96.506	0.1982	-5.1725	5.1763
96.556	-2.9350	-7.6031	8.1499
96.606	-5.5110	-8.4364	10.0769
96.656	-8.4541	-9.2367	12.5216
96.706	-11.5266	-9.3394	14.8354
96.756	-9.7476	-8.9835	13.2559
96.806	-3.7978	-7.1579	8.1030
96.856	-9.1316	-8.0227	12.1552
96.956	-15.6985	-6.5021	16.9918
97.006	-14.2457	-5.9275	15.4297
97.056	-7.7810	-6.1059	9.8906
97.106	-2.4690	-5.1021	5.6681
97.156	1.2351	-3.8863	4.0778
97.206	3.1001	-2.9501	4.2795
97.256	3.3619	-2.8301	4.3945
97.306	2.4193	-3.0831	3.9190
97.356	0.8108	-3.4836	3.5767
97.406	-0.7765	-3.7085	3.7890
97.456	-5.0920	-4.0343	6.4965
97.506	-5.8904	-3.9162	7.0734
97.556	-6.3977	-3.8056	7.4440
97.606	-6.9325	-3.6685	7.8433
97.656	-7.5649	-3.4757	8.3251
97.706	-11.7911	-2.2939	12.0122
97.756	-13.1141	-1.5393	13.2041
97.806	-13.0160	-1.2105	13.0721
97.856	-16.0834	1.1582	16.1251
97.906	-17.4019	2.9816	17.6555
97.956	-18.5980	5.5979	19.4222
98.006	-18.9181	7.6217	20.3957
98.056	-18.7715	9.3265	20.9607
98.106	-18.3744	11.0550	21.4437
98.156	-17.4632	11.3803	20.8440
98.206	-15.1124	8.7799	17.4778
98.256	-14.4887	9.8317	17.5095
98.306	-12.7888	8.7526	15.4972
98.356	-12.5546	10.5441	16.3950
98.406	-11.8317	11.4741	16.4816
98.456	-9.4682	7.7561	12.2394
98.506	-9.6457	10.2256	14.0571
98.706	-7.8653	10.4055	13.0437
98.856	-5.8968	10.8041	12.3085
99.056	-4.3433	9.8954	10.8066
99.106	-3.6024	4.6848	5.9097
99.156	-3.2150	1.6617	3.6191
99.206	-3.3050	4.2524	5.3857
99.256	-3.1681	5.0468	5.9588
99.306	-2.9784	5.6967	6.4283
99.356	-2.8149	5.8628	6.5035
99.406	-2.7056	5.7142	6.3224
99.456	-2.6448	5.3314	5.9513
99.506	-2.6150	4.7910	5.4582
99.556	-2.6071	4.1172	4.8732
99.606	-2.5933	3.5459	4.3930
99.656	-2.5690	3.1617	4.0739
99.706	-2.4981	3.2675	4.1131
99.756	-2.4314	3.3461	4.1362
99.806	-2.3198	3.7113	4.3767
99.856	-2.1869	4.1361	4.6787
99.906	-2.0399	4.5694	5.0040
99.956	-1.8832	4.9880	5.3317
100.006	-1.7198	5.3786	5.6469
100.056	-0.0354	9.8309	9.8309
100.106	-0.8278	7.6805	7.7250
100.156	-1.8754	3.9643	4.3855
100.206	-2.2712	1.7114	2.8439
100.256	-2.2729	1.5304	2.7401
100.306	-2.0016	2.7629	3.4118
100.356	-1.6137	4.0109	4.3233
100.406	-1.2154	4.9882	5.1341
100.456	-0.8160	5.8309	5.8877
100.506	-0.5931	6.1944	6.2228
100.556	-0.3094	6.6824	6.6895
100.606	-0.1239	6.9090	6.9102
100.656	-2.0845	1.4514	2.5400
100.706	-1.6830	2.6385	3.1295
100.756	-0.6847	5.1673	5.2125
100.806	0.1420	6.7132	6.7147
100.856	0.9806	7.9843	8.0443
100.906	1.4200	8.4702	8.5884
100.956	1.7716	8.7943	8.9710
101.006	1.9379	8.8072	9.0179
101.056	2.2557	8.9919	9.2705
101.106	2.6040	9.1629	9.5258
101.156	3.1644	9.5501	10.0607
101.206	3.7758	9.9179	10.6123
101.256	4.5023	10.3285	11.2672
101.306	5.2481	10.6654	11.8867
101.356	6.1689	11.0661	12.6694
101.406	6.9233	11.2325	13.1948
101.456	7.7133	11.3545	13.7266
101.506	8.5253	11.4164	14.2484
101.556	9.2250	11.3413	14.6194
101.606	9.8427	11.1671	14.8857
101.656	10.4270	10.9305	15.1062
101.706	11.0596	10.6700	15.3676
101.756	11.7052	10.3682	15.6369
101.806	12.3317	10.0134	15.8852
101.856	12.9637	9.6163	16.1410
101.906	13.4899	9.1519	16.3014
101.956	13.9472	8.6438	16.4085
102.006	14.2719	8.0928	16.4068
102.056	14.4326	7.5129	16.2709
102.106	14.6350	6.9350	16.1949
102.156	14.6931	6.3474	16.0055
102.206	14.7512	5.7663	15.8382
102.256	14.6719	5.1947	15.5643
102.306	14.5338	4.6423	15.2572
102.356	14.5453	4.0977	15.1115
102.406	14.1231	3.6072	14.5765
102.456	13.7340	3.1503	14.0907
102.506	13.0677	2.7645	13.3569
102.556	12.4386	2.4196	12.6717
102.606	11.2696	2.1957	11.4815
102.656	10.1377	2.0206	10.3371
102.706	1.4012	1.2967	1.9091
102.756	-6.1671	-2.7625	6.7576
102.806	-11.4153	-7.4014	13.6048
102.856	-14.6816	-11.1346	18.4263
102.906	-16.3748	-13.7997	21.4142
102.956	-16.5377	-14.3359	21.8864
103.006	-16.7896	-15.9328	23.1461
103.056	-14.4892	-14.4325	20.4508
103.106	-9.0842	-9.8704	13.4145
103.156	-3.8500	-7.1063	8.0822
103.206	1.6352	-6.9412	7.1312
103.256	7.0887	-7.2303	10.1255
103.306	12.4326	-7.4487	14.4932
103.356	16.8154	-7.5449	18.4305
103.406	17.6514	-6.5200	18.8171
103.456	15.3324	-5.1211	16.1650
103.506	11.0540	-3.2901	11.5333
103.556	5.9322	-1.8880	6.2254
103.606	2.4738	-0.8194	2.6060
103.656	0.7955	0.0507	0.7972
103.706	-0.1250	0.9680	0.9760
103.756	-0.3166	1.7887	1.8165
103.806	-0.1985	2.3027	2.3113
103.856	-0.0406	2.5634	2.5637
103.906	0.0175	2.7570	2.7571
103.956	-0.2265	2.7595	2.7688
104.006	-0.5068	2.7947	2.8403
104.056	-0.8552	2.7937	2.9217
104.156	-0.8888	2.8046	2.9420
104.206	-2.1395	2.6256	3.3869
104.256	-2.0866	2.6202	3.3495
104.306	-2.0856	2.6035	3.3358
104.356	-2.0654	2.5870	3.3104
104.406	-1.9937	2.5762	3.2575
104.456	-2.0243	2.5459	3.2526
104.506	-2.0666	2.5121	3.2529
104.556	-2.1271	2.4737	3.2625
104.606	-2.1996	2.4319	3.2791
104.656	-2.2763	2.3881	3.2992
104.706	-2.2952	2.3553	3.2887
104.756	-2.3948	2.3048	3.3238
104.806	-2.4754	2.2574	3.3501
104.856	-2.5459	2.2112	3.3721
104.906	-2.6075	2.1661	3.3898
104.956	-2.6630	2.1216	3.4048
105.006	-2.6438	2.0950	3.3732
105.056	-2.6150	2.0707	3.3356
105.106	-2.5131	2.0656	3.2530
105.156	-2.3741	2.0711	3.1505
105.206	-2.2188	2.0821	3.0427
105.256	-2.0615	2.0952	2.9393
105.306	-1.8886	2.1138	2.8347
105.356	-1.7637	2.1216	2.7590
105.406	-1.6440	2.1293	2.6901
105.456	-1.5325	2.1358	2.6288
105.506	-1.4283	2.1416	2.5742
105.556	-1.3303	2.1464	2.5252
105.606	-1.2702	2.1420	2.4903
105.656	-1.1411	2.1565	2.4398
105.706	-1.0616	2.1583	2.4053
105.906	-0.9388	2.1449	2.3414
106.106	0.5298	-2.5433	2.5979
106.256	2.0275	-8.0313	8.2832
106.306	2.2197	-8.8530	9.1270
106.356	2.2816	-8.9959	9.2807
106.406	2.3015	-9.0537	9.3416
106.456	2.3327	-9.0406	9.3367
106.506	2.3311	-8.9876	9.2850
106.556	2.1504	-8.2698	8.5448
106.606	-4.9481	-8.3472	9.7035
106.656	-9.2324	-8.1879	12.3402
106.706	-6.7823	-4.3394	8.0517
106.756	-1.6630	-0.3889	1.7079
106.806	2.1435	1.6943	2.7322
106.856	0.8517	1.9707	2.1469
